0,92,67
1,89,69
2,89,68
3,89,68
4,89,68
5,89,68
6,89,68
7,89,68
8,89,68
9,90,67
10,90,67
11,90,66
12,90,65
13,91,64
14,91,63
15,92,62
16,92,61
17,93,61
18,93,61
19,93,60
20,94,59
21,95,58
22,95,57
23,96,56
24,96,55
25,96,55
26,97,54
27,97,53
28,98,53
29,98,52
30,98,52
31,98,52
32,99,52
33,99,52
34,100,52
35,100,52
36,100,52
37,100,52
38,100,52
39,99,53
40,98,54
41,97,54
42,95,55
43,93,56
44,90,57
45,86,58
46,83,59
47,79,61
48,75,62
49,72,64
50,68,65
51,65,67
52,61,69
53,58,70
54,56,70
55,54,70
56,54,69
57,55,69
58,56,69
59,58,69
60,59,70
61,60,70
62,61,69
63,61,69
64,61,69
65,61,69
66,61,68
67,61,68
68,61,69
69,61,69
70,62,68
71,63,67
72,64,65
73,65,63
74,66,62
75,68,60
76,69,58
77,71,56
78,73,55
79,75,54
80,78,53
81,80,52
82,84,52
83,87,51
84,89,51
85,93,51
86,96,50
87,99,50
88,102,50
89,105,50
90,107,50
91,109,50
92,110,50
93,111,50
94,112,50
95,112,50
96,112,50
97,111,51
98,110,51
99,109,52
100,107,53
101,104,54
102,101,55
103,98,56
104,95,56
105,93,56
106,90,56
107,87,56
108,85,56
109,83,56
110,82,55
111,80,55
112,79,54
113,78,54
114,77,54
115,77,54
116,76,53
117,76,53
118,76,53
119,75,54
120,75,54
121,75,55
122,75,55
123,75,55
124,75,55
125,75,55
126,75,55
127,75,55
128,75,55
129,75,55
130,75,55
131,75,54
132,74,54
133,74,54
134,74,54
135,75,54
136,75,54
137,76,55
138,76,55
139,77,54
140,78,54
141,79,54
142,79,54
143,80,54
144,81,54
145,81,54
146,82,53
147,82,53
148,82,53
149,82,53
150,82,53
151,82,53
152,82,53
153,82,53
154,82,53
155,82,53
156,82,53
157,82,53
158,82,53
159,82,54
160,82,54
161,82,55
162,82,55
163,82,56
164,82,56
165,83,57
166,83,57
167,83,57
168,84,57
169,84,58
170,84,59
171,84,60
172,85,61
173,85,62
174,85,62
175,85,62
176,86,63
177,86,63
178,86,63
179,87,62
180,87,62
181,88,61
182,89,61
183,89,61
184,90,61
185,91,61
186,92,62
187,94,63
188,95,64
189,97,65
190,100,67
191,102,68
192,104,69
193,106,69
194,108,71
195,110,72
196,111,73
197,113,74
198,115,76
199,117,77
200,119,78
201,121,78
202,122,78
203,123,78
204,125,77
205,126,75
206,127,73
207,128,70
208,127,68
209,126,65
210,122,63
211,118,60
212,113,58
213,108,57
214,102,56
215,97,56
216,91,55
217,87,55
218,83,55
219,79,55
220,76,55
221,73,56
222,72,56
223,70,57
224,70,57
225,69,58
226,70,58
227,71,59
228,72,59
229,74,60
230,77,62
231,80,63
232,83,64
233,86,65
234,88,65
235,90,66
236,92,66
237,94,66
238,96,66
239,97,66
240,98,66
241,99,66
242,99,66
243,100,65
244,100,65
245,100,65
246,100,64
247,99,63
248,98,62
249,97,62
250,96,61
251,95,61
252,94,61
253,93,61
254,92,60
255,91,60
256,90,60
