0,92,67
1,91,66
2,91,66
3,90,65
4,89,65
5,88,64
6,88,63
7,88,62
8,87,62
9,87,61
10,86,60
11,85,60
12,86,60
13,85,60
14,83,59
15,84,57
16,84,57
17,85,58
18,84,59
19,84,60
20,84,58
21,85,58
22,84,57
23,87,59
24,85,60
25,86,58
26,86,59
27,86,58
28,89,60
29,89,58
30,90,59
31,92,60
32,92,60
33,92,59
34,91,59
35,90,57
36,91,58
37,91,61
38,92,59
39,90,58
40,90,58
41,88,58
42,88,59
43,86,57
44,86,57
45,83,56
46,82,55
47,80,55
48,78,55
49,76,58
50,75,60
51,73,59
52,70,61
53,71,61
54,67,65
55,67,66
56,65,66
57,61,65
58,64,66
59,62,66
60,63,65
61,61,65
62,64,67
63,63,66
64,62,65
65,62,66
66,62,65
67,62,66
68,62,65
69,62,65
70,63,64
71,62,63
72,63,62
73,61,64
74,62,59
75,63,61
76,64,60
77,65,57
78,64,58
79,65,57
80,67,57
81,69,58
82,69,56
83,69,55
84,72,56
85,74,57
86,76,58
87,76,56
88,80,56
89,86,59
90,89,61
91,93,61
92,97,64
93,97,63
94,100,63
95,101,63
96,103,64
97,103,63
98,103,64
99,104,64
100,102,64
101,101,63
102,101,63
103,98,62
104,97,60
105,96,62
106,94,62
107,92,60
108,91,59
109,90,59
110,90,59
111,88,59
112,85,59
113,86,56
114,84,57
115,84,55
116,81,56
117,81,55
118,80,56
119,79,55
120,79,54
121,78,55
122,77,53
123,77,55
124,77,54
125,76,53
126,76,53
127,76,52
128,74,54
129,74,53
130,74,51
131,74,52
132,74,52
133,72,52
134,73,52
135,73,52
136,72,52
137,72,52
138,73,53
139,74,53
140,73,52
141,75,52
142,75,52
143,76,52
144,76,51
145,75,52
146,77,53
147,77,54
148,78,53
149,78,52
150,80,52
151,80,52
152,80,52
153,81,51
154,81,51
155,79,54
156,78,51
157,79,52
158,79,52
159,79,51
160,77,51
161,78,54
162,79,53
163,78,53
164,79,53
165,79,54
166,80,55
167,79,55
168,81,55
169,80,56
170,81,55
171,80,56
172,81,56
173,81,56
174,80,58
175,83,59
176,84,60
177,84,60
178,85,60
179,85,61
180,84,60
181,84,59
182,83,60
183,85,59
184,86,60
185,85,60
186,87,61
187,89,62
188,89,63
189,87,64
190,89,68
191,89,70
192,90,71
193,90,73
194,91,73
195,91,73
196,91,74
197,90,72
198,90,73
199,92,73
200,91,73
201,91,71
202,91,72
203,93,73
204,94,73
205,96,72
206,98,74
207,99,74
208,101,75
209,99,71
210,100,72
211,99,70
212,97,70
213,96,69
214,94,68
215,91,67
216,89,66
217,88,65
218,85,64
219,83,63
220,82,64
221,80,62
222,77,63
223,75,64
224,73,65
225,72,65
226,71,63
227,71,64
228,71,64
229,70,64
230,71,63
231,70,62
232,70,62
233,71,63
234,71,62
235,71,63
236,71,66
237,73,63
238,73,64
239,74,65
240,75,65
241,75,63
242,77,63
243,78,63
244,79,63
245,79,65
246,78,64
247,78,63
248,80,60
249,83,62
250,80,60
251,81,61
252,79,60
253,80,61
254,79,60
255,78,59
256,78,58
